,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,Central,Chorotega,Paci­fico Central,Brunca,Huetar Atlantica,Huetar Norte,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target,region,imputed_rent,mean_per_capita_income,per_capita_rent,mobilephone_per_capita,computer_per_capita,tablet_per_capita,yrs_edu_lost,asset_owned,water_provision,sanitario_type,electricity_source,cooking_energy,education_level,wall_material,housing_situation,wall_status,floor_material,floor_status,roof_material,roof_status,marital_status,rubbish_disposal
5152,ID_c843b9810,170000.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,1,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,850d4206c,0,2,1,2,1.19406028376239,5,0,0.5,0,1,0,0,0,0,0,0,0,2,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,87,1,7569,4,25,0,1.0,1.0,0.25,7569,4.0,Central,0.0,0.0,120208.15280171308,0.0,0.0,0.0,0.0,1,1,3,"CNFL, ICE, ESPH/JASEC",2,incomplete primary,block or brick,"other (assigned, borrowed)",good,"mosaic, ceramic, terrazo",regular,metal foil or zinc,bad,widow/er,tanker truck
5154,ID_ceb78b059,13000.0,0,5,0,1,0,0,0.0,0,1,1,0,0,0,0,1,1,1,1,6,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6e5d1443a,0,1,0,1,0,6,0,6.0,0,0,1,0,0,0,0,0,0,3,0.33333334,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,32,36,1024,1,36,0,0.11111112,0.0,36.0,1024,3.0,Central,0.0,0.0,13000.0,1.0,0.0,0.0,0.0,1,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,block or brick,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,single,tanker truck
5156,ID_09389d0de,170000.0,0,2,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,19,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,e4d84c33a,0,2,0,2,0,19,0,15.0,0,0,0,0,0,0,0,0,1,1,2.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,64,361,4096,4,361,0,4.0,0.0,225.0,4096,4.0,Central,170000.0,120208.15280171308,120208.15280171308,0.5,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,postgraduate higher education,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5160,ID_a2ba0f0e3,120000.0,0,4,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,7,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,636330516,3,2,0,5,1.5,7,0,6.5,0,0,0,1,0,0,0,0,0,2,2.5,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,38,49,1444,25,49,9,6.25,2.25,42.25,1444,3.0,Central,0.0,0.0,53665.63145999495,0.2,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete academic secondary level,block or brick,"other (assigned, borrowed)",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5162,ID_0e1cdaf32,120000.0,0,3,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57058094a,0,2,0,2,0,6,0,6.0,0,0,1,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,63,36,3969,4,36,0,4.0,0.0,36.0,3969,3.0,Central,120000.0,84852.8137423857,84852.8137423857,0.5,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,wood,own and fully paid,good,cement,good,metal foil or zinc,good,married,botan hollow or buried
5166,ID_880e28a39,110000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,3,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,df567d96e,3,1,0,4,3,3,0,12.0,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,44,9,1936,16,9,9,1.7777778999999998,9.0,144.0,1936,2.0,Central,110000.0,55000.0,55000.0,0.25,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,block or brick,own and fully paid,regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,regular,separated,tanker truck
5168,ID_33e4acebf,28000.0,0,5,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,3,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,f9c2c1a9e,2,2,0,4,1.19406028376239,3,0,6.5,0,1,0,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,46,9,2116,16,9,4,1.7777778999999998,1.0,42.25,2116,1.0,Central,0.0,0.0,14000.0,0.25,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,block or brick,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5172,ID_ed3ce1f35,170000.0,0,4,0,1,1,1,2.0,0,1,1,1,1,2,1,2,3,3,3,14,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b620fe776,1,2,0,3,.5,14,0,13.5,0,0,0,0,0,0,0,1,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,35,196,1225,9,196,1,2.25,0.25,182.25,1225,4.0,Central,170000.0,98149.54576223639,98149.54576223639,0.3333333333333333,0.0,0.3333333333333333,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5176,ID_2d623678d,170000.0,0,5,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,11,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66226299a,0,3,0,3,0,11,0,11.333333,0,0,0,0,1,0,0,0,0,3,1.0,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,1,56,121,3136,9,121,0,1.0,0.0,128.44444,3136,4.0,Central,170000.0,98149.54576223639,98149.54576223639,0.3333333333333333,0.0,0.0,0.0,3,1,2,"CNFL, ICE, ESPH/JASEC",2,complete academic secondary level,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5178,ID_b7934afe1,100000.0,0,4,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,8,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90c5d3d88,1,2,0,3,.5,0,8,7.0,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,34,64,1156,9,0,1,2.25,0.25,49.0,1156,4.0,Central,0.0,0.0,57735.02691896258,0.3333333333333333,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete academic secondary level,prefabricated or cement,rented,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,unknown,tanker truck
5182,ID_d7b61140a,170000.0,0,4,0,1,1,0,0.0,0,0,0,0,2,2,0,2,2,2,2,6,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,58669d6f5,0,2,0,2,0,0,6,10.5,0,0,1,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,60,36,3600,4,0,0,1.0,0.0,110.25,3600,4.0,Central,170000.0,120208.15280171308,120208.15280171308,0.5,0.0,0.0,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",2,complete primary,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,widow/er,tanker truck
5183,ID_1815b0a6e,110000.0,0,4,0,1,1,0,0.0,1,2,3,0,1,1,1,3,4,4,4,15,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5d3d1fd05,2,2,0,4,1.19406028376239,0,15,11.0,0,0,0,0,0,0,0,1,0,3,1.3333334,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,43,225,1849,16,0,4,1.7777778999999998,1.0,121.0,1849,4.0,Central,0.0,0.0,55000.0,0.25,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,regular,married,tanker truck
5187,ID_256a12ccc,170000.0,0,4,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,8,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7c014f3e7,0,1,0,1,0,8,0,8.0,0,0,0,1,0,0,0,0,0,2,0.5,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,52,64,2704,1,64,0,0.25,0.0,64.0,2704,4.0,Central,170000.0,170000.0,170000.0,1.0,0.0,0.0,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete academic secondary level,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,single,tanker truck
5189,ID_9bacc16aa,170000.0,0,5,0,1,1,0,0.0,0,3,3,0,0,0,0,3,3,3,3,1,0.0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,e2c4ddea9,0,3,2,3,2,5,0,2.6666667,0,1,0,0,0,0,0,0,0,4,0.75,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,84,1,7056,9,25,0,0.5625,4.0,7.111111599999999,7056,4.0,Central,170000.0,98149.54576223639,98149.54576223639,0.3333333333333333,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,wood,own and fully paid,bad,cement,regular,metal foil or zinc,bad,widow/er,tanker truck
5193,ID_dae1bda34,170000.0,0,5,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,6,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6780b71ee,1,3,0,4,.33333334,6,0,9.666667,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,59,36,3481,16,36,1,1.7777778999999998,0.11111112,93.44445,3481,4.0,Central,170000.0,85000.0,85000.0,0.25,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5197,ID_d1959dd29,110000.0,0,3,0,1,1,0,0.0,3,2,5,0,1,1,3,3,6,6,6,6,0.0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,f5d4cebe4,4,2,0,6,2,6,0,6.0,0,0,1,0,0,0,0,0,0,2,3.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,33,36,1089,36,36,16,9.0,4.0,36.0,1089,2.0,Central,110000.0,44907.31195102494,44907.31195102494,0.16666666666666666,0.0,0.0,0.0,2,2,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,"socket (wood, zinc or asbestos)",own and fully paid,regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,regular,unknown,tanker truck
5203,ID_e54214a13,80000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,7,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,f278fd7b0,1,2,0,3,.5,7,0,9.0,0,0,0,1,0,0,0,0,0,2,1.5,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,49,49,2401,9,49,1,2.25,0.25,81.0,2401,2.0,Central,0.0,0.0,46188.02153517006,0.3333333333333333,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete academic secondary level,block or brick,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5206,ID_2e489189e,300000.0,0,5,0,1,1,1,1.0,0,2,2,0,2,2,0,4,4,4,4,5,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2df492fe7,2,2,0,4,1.19406028376239,5,0,9.0,0,1,0,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,42,25,1764,16,25,4,1.7777778999999998,1.0,81.0,1764,4.0,Central,0.0,0.0,150000.0,0.25,0.0,0.25,2.0,4,1,3,"CNFL, ICE, ESPH/JASEC",2,incomplete primary,block or brick,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5210,ID_7e5d80f44,170000.0,0,6,0,1,1,1,1.0,0,2,2,0,2,2,0,4,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42d9c3034,0,4,0,4,0,11,0,11.5,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,52,121,2704,16,121,0,1.7777778999999998,0.0,132.25,2704,4.0,Central,170000.0,85000.0,85000.0,0.25,0.25,0.25,0.0,4,1,2,"CNFL, ICE, ESPH/JASEC",2,complete academic secondary level,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5212,ID_ce5351f9f,160000.0,0,6,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,6,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8dff6193b,0,4,0,4,0,6,0,7.0,0,0,1,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,45,36,2025,16,36,0,1.7777778999999998,0.0,49.0,2025,4.0,Central,0.0,0.0,80000.0,0.25,0.25,0.0,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,block or brick,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5216,ID_f9c2761db,120000.0,0,5,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,5,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1f52ed380,0,1,1,1,8,0,0,0.0,1,0,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,70,0,4900,1,0,0,2.7777777,64.0,0.0,4900,3.0,Central,120000.0,53665.63145999495,53665.63145999495,0.2,0.0,0.0,0.0,2,1,2,"CNFL, ICE, ESPH/JASEC",2,no level of education,block or brick,own and fully paid,regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,regular,widow/er,tanker truck
5219,ID_5aa6e5400,110000.0,0,5,0,1,1,0,0.0,0,2,2,1,1,2,1,3,4,4,5,5,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,921fb304c,2,2,0,4,1.19406028376239,5,0,5.5,0,1,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,37,25,1369,16,25,4,2.7777777,1.0,30.25,1369,2.0,Central,110000.0,49193.49550499537,49193.49550499537,0.2,0.0,0.0,0.0,2,1,2,"CNFL, ICE, ESPH/JASEC",2,incomplete primary,block or brick,own and fully paid,regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,regular,married,tanker truck
5221,ID_9c6e7732b,170000.0,0,6,0,1,1,0,0.0,0,1,1,1,2,3,1,3,4,4,4,8,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7db35dace,1,3,0,4,.33333334,8,0,10.0,0,0,0,1,0,0,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,26,64,676,16,64,1,1.7777778999999998,0.11111112,100.0,676,4.0,Central,0.0,0.0,85000.0,0.25,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,incomplete academic secondary level,block or brick,rented,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,regular,married,tanker truck
5225,ID_05a3b0997,80000.0,0,6,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,4,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ee48254a8,0,3,1,3,.5,4,0,6.3333335,0,1,0,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,64,16,4096,9,16,0,1.0,0.25,40.111115000000005,4096,1.0,Central,80000.0,46188.02153517006,46188.02153517006,0.3333333333333333,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,incomplete primary,block or brick,own and fully paid,regular,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5230,ID_f38ee6865,500000.0,0,5,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,11,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8e0b8161e,2,1,0,3,2,0,11,11.0,0,0,0,0,1,0,0,0,0,3,1.0,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,0,1,43,121,1849,9,0,4,1.0,4.0,121.0,1849,4.0,Central,0.0,0.0,288675.1345948129,0.3333333333333333,0.3333333333333333,0.0,1.0,3,1,3,"CNFL, ICE, ESPH/JASEC",2,complete academic secondary level,prefabricated or cement,"own, paying in installments",regular,"mosaic, ceramic, terrazo",good,metal foil or zinc,bad,divorced,tanker truck
5235,ID_2874a3807,200000.0,0,8,0,1,1,1,1.0,1,2,3,1,1,2,2,3,5,5,5,17,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,239363f20,3,2,0,5,1.5,17,0,14.0,0,0,0,0,0,0,0,1,0,4,1.25,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,42,289,1764,25,289,9,1.5625,2.25,196.0,1764,4.0,Central,0.0,0.0,89442.71909999158,0.2,0.0,0.2,1.0,3,1,3,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5236,ID_91b628e17,170000.0,0,7,0,1,1,0,0.0,0,4,4,0,1,1,0,5,5,5,5,13,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cb31c0f40,0,5,0,5,0,13,0,13.8,0,0,0,0,0,0,0,1,0,3,1.6666666,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,1,57,169,3249,25,169,0,2.7777777,0.0,190.44,3249,4.0,Central,170000.0,76026.31123499284,76026.31123499284,0.2,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5242,ID_f8003f774,170000.0,0,6,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,6,0.0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,d87e8a8f5,0,4,0,4,0,0,6,6.5,0,0,1,0,0,0,0,0,0,4,1.0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,48,36,2304,16,0,0,1.0,0.0,42.25,2304,4.0,Central,170000.0,85000.0,85000.0,0.25,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,block or brick,own and fully paid,good,cement,good,metal foil or zinc,good,separated,tanker truck
